sample_index,model_id,official_split,selection_rank_sha256,step_file,step_bytes,step_sha256,file_description,file_schema,manifold_solid_brep,brep_with_voids,closed_shell,advanced_face,has_step_end_marker,validation_status
150,55279_5d386bad_0,train,007dda47b2d3f87bd031fe1ea17cdfaeea1772a04fc2e7fab7a1e329a5665e31,step/55279_5d386bad_0.stp,8324,5c20400ae3616f7f1e372def3e6bedd4d3026eaf2783483ec9fb79d4e33bb7ac,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,4,True,text_audited_kernel_validation_pending
151,24690_b6d62097_8,train,007f9c83267d21ded43b0ba8ddf82b991ec8ef505b3311b91186f4d96bc5e295,step/24690_b6d62097_8.stp,11265,515f15f2f522130cb5945cd9be60b4a9eb7d34f27187ebee646113a5bdf6fafb,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
152,55247_13a4b5ed_2,train,007fc87c2644805a1b5b9eda859cad391a5b31790e11f6bd7ee8d20db624f035,step/55247_13a4b5ed_2.stp,9186,a012559acda29f4c483a4eab0320a0e21f8454b95d261c67fc23c7355ac33b73,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,5,True,text_audited_kernel_validation_pending
153,115608_25230092_0,train,008022ffb491b84768c99a63e559b50e98e080bd37cbee8d145879bd53237634,step/115608_25230092_0.stp,449840,3d3bf1eaa670db43ea69e773f1d48a931c962a082c4645aeee50e24462948129,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,231,True,text_audited_kernel_validation_pending
154,36194_c9cfd107_14,train,00819a61305c5c85175d8f72b75ef6c6bee00a925e8fe60ce6257d5d4d4b9018,step/36194_c9cfd107_14.stp,36932,3e5c76401692c860f7199cc71ba30e40afb620f0e531c931627602644781fa6e,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,15,True,text_audited_kernel_validation_pending
155,51860_32540fd4_31,train,0081f215b2228aac0ab99fa661e64bb17308321b24ae7fdff526d96569630c91,step/51860_32540fd4_31.stp,56473,19cbfd217e466f0c07169d391299ed2b8d84e0ce67b8f8cf07b3759e536919ab,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,28,True,text_audited_kernel_validation_pending
156,40807_58058731_7,train,0082b903cef1bfbb693aa81e4b9cd920bad686811d1cfd20fe3050b1c195fad4,step/40807_58058731_7.stp,6428,6707de1483c2750b86e8fcf57b1efdd2072d8c19a9ef9e77f01d276da50f8202,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
157,136716_076bbbb3_9,train,0083cbb5feba9279a1566f109befd65f6198ced9f5f03dd7641b560906fc8ec6,step/136716_076bbbb3_9.stp,41837,9fa7b5652e826f33dff831c03c06382802563fe528f0eb4420027ad5b5e82193,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,21,True,text_audited_kernel_validation_pending
158,22070_fd1b8e5e_4,train,0085c8d3b2363c9343177e0812a1ac476ce4238e01019b1e523ee1ad0be6ddae,step/22070_fd1b8e5e_4.stp,18004,74caa2bcb5f17772f016b7f3cddc7732a4774e157e48ca139c6c08958c67d927,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,10,True,text_audited_kernel_validation_pending
159,23120_f7c9092f_6,train,00862069aac0e175f88e64261e7f8683d001ceb2f040abd4b94879f54f2778b2,step/23120_f7c9092f_6.stp,12295,b58507071c8e322abd573acb100e0075ab240ecd20d1324094d987556f969f53,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
160,91573_272066be_0,train,0086d7f53a594a4d7856146c4b387d60de16d8169ae532bc37af5c034914ac5d,step/91573_272066be_0.stp,11669,3031ee3321a66afd3c3f9a7a6d84b8a8dcc5c26a943fae3cf4ab6b4228600aca,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
161,115617_7d36e5d9_15,train,00880a64cc7730bb29f1a5079babba424512f6f45f620dd68a0e4e4d6b47bb5c,step/115617_7d36e5d9_15.stp,123109,f631dffcfc73778ebe93974da91df400c4623e7c5ad8275b41a4c5594713f22f,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,12,True,text_audited_kernel_validation_pending
162,30729_b4d83b07_30,train,00880df07da752e7db96a066c56a9eb06fe0a3954dfb734f12f1f24903f1f6cb,step/30729_b4d83b07_30.stp,12039,ed0a02fbdcd3228de7cde50e2cd8e4eb942226f398eefbc9cb17fdc7a53c8045,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,7,True,text_audited_kernel_validation_pending
163,21237_7887a24b_70,train,00886bed4d44b6173e6d62a8f4d21daa405300c9dceb974ddf3125838ebac680,step/21237_7887a24b_70.stp,46669,4872f80acfbb4afb864071f4d44e9f98f6f63ed91b9295887c1e7686b6b503dd,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,22,True,text_audited_kernel_validation_pending
164,34341_d19b12fb_22,train,00893dbcc4ef3b436ace91fddcbac9b92a433499462030efbe87b9d73b4a5096,step/34341_d19b12fb_22.stp,7233,81f12faa25aa446131e6527e837fd31ce5d70eef468055067f32401d2da136a6,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
165,134439_efb3051d_17,train,00898716a3f28005b84762b14c5d9130ae7a0553c7fa6a05baea0b662ede7e2b,step/134439_efb3051d_17.stp,919333,bb1d85addc53b79e6f5daab7db9e632b66451d31e4bf6be207d224c4411ae4a8,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,266,True,text_audited_kernel_validation_pending
166,36445_67816b83_0,train,008ac388c8b8fde399a6e84f180ff0e214d50737ee8711b35fe770f354f2e8f8,step/36445_67816b83_0.stp,24042,24e629ca0b9714dd893fee5960e47b8a6e343e5d4af12d4b2a5c3ba1af37ffbf,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,15,True,text_audited_kernel_validation_pending
167,55355_9b28f55a_1,train,008f4f7a83b513b0f76e592076c771323d634796c382e14a74b9850333f6a8c9,step/55355_9b28f55a_1.stp,23204,382d8bb99ad84cf1710d0cacfdacecfacb3de217252ee902aa75e3c3288e2402,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
168,129845_8e93541e_109,train,008f61a5b18d2562272302761905ba5d2d7f5ea75ffe0b49e4a2b9c76edeb604,step/129845_8e93541e_109.stp,11526,3807b4cbfd1829438605700de995e81f8b1f9564b2bbc9e7e93f2b15d792679e,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
169,24815_4f2a57e4_14,train,008fbe5460e32a6c6d200ed46d053e8a6a753d52f17bdd66092f506fd3d0eb4f,step/24815_4f2a57e4_14.stp,28316,e1e7bc72bc6a857d61184b78bb270948575091bfef5958823d0ecac33774ff6a,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,5,True,text_audited_kernel_validation_pending
170,24302_2bcddd22_1,train,0093e344a8830b4cc09c103c8c9a99c117996259719ea51ef3f4f6f21216794f,step/24302_2bcddd22_1.stp,9397,8ed69d5dfc295a42700db07310b58864bf26fdf8c0fd8122d711530e99e8ca11,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,5,True,text_audited_kernel_validation_pending
171,34330_5eff1ee1_14,train,009e26019c28b1fb9c1f88f4e1aa9a87945150a4d992216c40cda849f28ef029,step/34330_5eff1ee1_14.stp,6267,a33f1486a6acadea2082c47a6b8ca7e294b5ecd6b83dfa7fa7f18702ed41fb40,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
172,63069_df3a2685_0,train,009ee9d7dbc7afc978358d695c0cd55e974c77c8a2f92d4ab8931a56f8e7778f,step/63069_df3a2685_0.stp,185355,3fe6d075aad562fa996099b7df928cabc10050c0c65efdc6a4e9022bc4f6831b,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,94,True,text_audited_kernel_validation_pending
173,70348_492f4e13_0,train,00a62930f37c516e9ab84c924ec9eec370b5bd1ed5e70dbb0f915d41375968d2,step/70348_492f4e13_0.stp,399753,b979c4897713f0473ea6e96772fdadaae114d912f1cb1bb5282b546471f237be,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,129,True,text_audited_kernel_validation_pending
174,135810_3d5e24a5_37,train,00a6a4f8688ec25b571f04bf1ad1bf73b3c6814312b76c4e5442b303407bae60,step/135810_3d5e24a5_37.stp,11878,36528510b06d40d56e0407d09c3d2bb7702cfeca2942be48f4c9be975516396c,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
175,113177_e0a0fba7_0,train,00a98c9a12e787d98b2fef77f41584e47ce04a3372c3a5492d0e22d8ab494e6d,step/113177_e0a0fba7_0.stp,49999,d97278e0f8fee2a5373f164fcb3604ad7996040079cff83d9a0dfedf718fd475,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,26,True,text_audited_kernel_validation_pending
176,107647_af2c0a8b_3,train,00ac3c08290bb7bf3ab50ff9db8bd8e85b936a214a231af2585bd180abd870f5,step/107647_af2c0a8b_3.stp,6281,6296f059994efb1f12689d19ff2c22a66b18693aec28fbd56dbe48f581d1bab8,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
177,36088_1ea9c8a9_8,train,00ad0e6ccfab32748a5c6c64fed777f964af840eb9bb5b6d26be9d842fd88968,step/36088_1ea9c8a9_8.stp,11342,5d9323431c512cb02ef9aeb64f29fb0d96c5bc00d98ff8221c202e17bf6db51b,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
178,70718_14dd6922_16,train,00b050baae14f794dcad07c22d11c67673359c54b7acf3102d49d29b14d776a4,step/70718_14dd6922_16.stp,27127,7eb36b0cece79a568c4fd7f6647ecadb4e9d7e97912a9da44010944c8b99b13f,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,15,True,text_audited_kernel_validation_pending
179,139469_8e9175f6_3,train,00b129e6e2617f1b9d252ad6ad2dbcdf12ffda81aaad5230fd4e1ea26ed18398,step/139469_8e9175f6_3.stp,47628,a9b50f6d3f1783233d900a6cdda2c61bb5bd6a989e3defd133d27cb75ff07a8a,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,20,True,text_audited_kernel_validation_pending
180,143590_87049041_7,train,00b1dfb1ddaeea14b69b84d7d60b47b3ab34a9ad13332d2f238bdea55584e0a5,step/143590_87049041_7.stp,25936,e8cdeb93e7275e52089c94d3ce2026a527d13488da0a9ff14cffb9f96c9bb00a,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
181,122500_e33660ad_16,train,00b4cb85b61d8ae2953b3bd4f1a77600744d0c6822609bf0523e00be48274db1,step/122500_e33660ad_16.stp,119442,49d2649805bbec9065aa5742500a5587641e69007bf5a0b55eb2dda30ab74c81,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,36,True,text_audited_kernel_validation_pending
182,21852_6cf9a734_18,train,00b77d738f2445651a249fc0a9c28dee46f27be447112d77c61d8f7ae4fa9072,step/21852_6cf9a734_18.stp,26639,8047cf4f34baffa09f715a40a591c642019f31447441fe07f935b1289377b0a1,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,16,True,text_audited_kernel_validation_pending
183,118865_0c8a3bc4_0,train,00b9c7b97005c078839f60bcbdb5e92ae0211ccad7f312518a56d3c4ba03ec1c,step/118865_0c8a3bc4_0.stp,21964,56d3a6336d7731bac61153fff5b615a5a9ddeffa2c56c5ff0cf3f4ef59c48cf5,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,11,True,text_audited_kernel_validation_pending
184,122515_758d8b70_19,train,00ba47c7f8f3c798fa6a1c2efa7b73c1c580f7709fef7e1a649e8f3e07db6044,step/122515_758d8b70_19.stp,15639,049a5f602ada6797e49ba8a4a2c31c7fbb67a8eff4b1d32bc6cabdee256f632b,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,9,True,text_audited_kernel_validation_pending
185,20838_86c931be_0,train,00ba4d2aacd43fccc1d911d5963026b64ef94de898de59a3ee7506fc6fd4785c,step/20838_86c931be_0.stp,16288,f451821be24d8ef518910a183fa1929b3ff5bb255116ed2731350a9e4e902d22,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
186,82397_9df31ee8_0,train,00ba528842cfcd987eca7334ba66d350696263ac8bb5d224fdcc7d0783194281,step/82397_9df31ee8_0.stp,7611,b10b21f7299b4c51f563fde79fbbbc9dc6c9ccae76538d3d335eda44c6cfc598,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,4,True,text_audited_kernel_validation_pending
187,102175_699d5e7c_12,train,00baf9efa77ffeee2dc1e4e4d13fe18278411e9eb3d27f82d7fd2114452c12cb,step/102175_699d5e7c_12.stp,59616,6accdb69ca446906fa03eee2f612df8d836879ddd5a29af109a9b702c87c6845,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,18,True,text_audited_kernel_validation_pending
188,51743_372223b1_7,train,00bb3029c01ae33974313114ef0bacd8baa6516ee0a9919d3ab11bc5d841ce94,step/51743_372223b1_7.stp,6317,ee20cbcf772a0a14fc0792720831ee6c62cfc8a8d6292b45723604ebad5f432b,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
189,24720_19eea793_3,train,00bbb1c2c739edb452e9c859414e1d34ebc44e87a85eb51d7e79118591bfe9a7,step/24720_19eea793_3.stp,6155,9a5990bed7700f20c0a11ba27754249993ccea0db31941403d2833d948d7a323,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
190,102416_b74464a2_0,train,00bcc10a6ea727190169a550598c56ca760f12934bac8801b5bf7fbddb4f8e65,step/102416_b74464a2_0.stp,19777,e8513a85b0de657556afc03293fc598e67f99a41cb26403f2b0c1fb7d446b851,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,10,True,text_audited_kernel_validation_pending
191,33500_e58e287e_1,train,00bcc1eb9a2682342f04feb8f38aa3e16eb83333cc35813e2289975c05e85d48,step/33500_e58e287e_1.stp,15538,b2426af56b20f06de5820010aa0e69bc2ef43ad8e3fe226c67d852f8853f5f52,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
192,56250_3b6024e3_36,train,00bde3b03bd37f1b7be3ab8fa1675169ab0dfdcb2059ca5a2b7671ad0d68d186,step/56250_3b6024e3_36.stp,14729,be86e70d0c1279c8c36570a13fb80684cec7ff208d6ea5739bf9924695b285c6,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
193,51864_39932fe9_42,train,00bf8c4a41afddd0a6d24a9222198e62d6d19df506686202800b7e4cfed63468,step/51864_39932fe9_42.stp,32572,619317dd14ebd26e8d446f665b35755bd43ea50ea95e3d05c54819c594f3637e,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,16,True,text_audited_kernel_validation_pending
194,139314_6678418f_0,train,00c03ae65c5d4d849d3a8c0b36d99f18ff82a1278f7cafa4a4fd66ff02a4e7f9,step/139314_6678418f_0.stp,12838,ccac5881252e52265f47bce03550ed19bf88cda4dc23ea987c289310a7870e13,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
195,131468_117edf36_25,train,00c1e70c377d705cb263e22368bb459b2a215ac64501a6fb9a98d72eb7733c14,step/131468_117edf36_25.stp,11785,e907ed1600666270553c3625de4e03a7721780abb305160e3e5658a7262026a0,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
196,35420_228908ef_4,train,00c259379acd1e99f125a975c05da9d9e02d005e00b286852c6cf1581039356e,step/35420_228908ef_4.stp,6338,0a6ea9e835cbb1b0bdfa608b1c7503be5d930c16fa3c706ba6393d30f9d91470,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
197,139049_38b2143f_12,train,00c50bbd442e15e258fb19df1d610187cc4240d1973a089f98a1605db39276f0,step/139049_38b2143f_12.stp,46506,ce30757e40dba086312389cbf54c1e6c1e085352111ad2740bce71b5a5631f67,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,23,True,text_audited_kernel_validation_pending
198,22581_406c16c4_0,train,00c517a53d977357ba56e02d370242a3411e9cf0e589b44e135d03da88c598d4,step/22581_406c16c4_0.stp,8472,cb0872574a8318c7b266b8c940c756f38f1636db2cba188c44aac0401fe9dc3e,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
199,54360_db08c779_9,train,00cb9e6bcd1e1c92cb3856a4f79e8b22bc0f34fbae8d2bbbbe2e42d9e010e519,step/54360_db08c779_9.stp,43833,4e10ce4a737ddd63ae7ae21b41ff3519ee2dd06efd60d7347b6cb03fd9f6b433,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,23,True,text_audited_kernel_validation_pending
200,21568_3503887f_0,train,00ccf533ce4b043613b88127d232f706f1dbda36e9cf798a66f66feaaf3a6e06,step/21568_3503887f_0.stp,30052,5fdc6ad082568be4fc26eabbb79f106b3b92858273d97d43850d0a9c7a40693e,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
201,127820_cfde5ee0_1,train,00ce197e9bb9a5625cc62d35c423268929f692bd3edb7d2f908570c6800abf10,step/127820_cfde5ee0_1.stp,8431,3faf9279136d4fb29c0a8ee66b79c326fd30b4ad5f84abf74a94fb5dcf9c3d7c,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,4,True,text_audited_kernel_validation_pending
202,44998_b4e41716_95,train,00ced5c30db5417b85de8c3f0f072221cb76e4d2c0d880aebffefba5ac98afaa,step/44998_b4e41716_95.stp,18345,0adde170b11d36652bdf886e848ee9f600088c630df3fb0190c0a12018353fc9,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,10,True,text_audited_kernel_validation_pending
203,133712_f733e991_6,train,00d2dac5c2b6ab7b263a8c7f33cc1f4c675ff997c89c4db081c6b0e89613949a,step/133712_f733e991_6.stp,33259,0775c434781ae09ca34ec86d6f7f58977717f43930503ca0d89c5ec86b984b97,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,19,True,text_audited_kernel_validation_pending
204,21271_ec7f62b8_2,train,00d415254660690507f50603bf4db0d1d5321e8b68fda56ecfcf9b7452870c81,step/21271_ec7f62b8_2.stp,38721,9109865c054191c75952b3dec6a76f59dde26045d5eb7c62496ee05316cbb894,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,20,True,text_audited_kernel_validation_pending
205,41624_a15f83c1_61,train,00d48b7b323ede72a9b44e53133fd9667d39591e9e9ac68c89e960392d7e7d0a,step/41624_a15f83c1_61.stp,32284,5bc01b86399a44f90893226b032be30a20b838a03d8fee50c5286d9d14681a05,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,18,True,text_audited_kernel_validation_pending
206,33501_b1ee5058_15,train,00d4af4d442ee46e3324949fdd8092929c25ea348a79c7567cf43a206f5a7294,step/33501_b1ee5058_15.stp,6340,39377e1da85f32b76411e2c7c06de6151c029ba0e59ec70d50c429729061f1b4,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
207,51554_d661534c_6,train,00d63c98923e5b0732392971d59d3d2aae45b7c1eeb15fb2e3d35c425c515479,step/51554_d661534c_6.stp,26362,236d48fa1533f4764076c46c56d24df6a66b99fd166ddbb255cde11fb007dd1a,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
208,80754_9c3b58fa_5,train,00d9622fa115fa82da7838a2d7bce344a62b35529c138f75c2dfd5b267bc5be6,step/80754_9c3b58fa_5.stp,6354,fd43cffc1c32928ae7f85eb20c6e6aaeeefb34f9181d32a95cbd36d3392ccb97,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
209,45300_1710ace7_4,train,00de0b4e2bd3843d92e4b65454dc917c359f8427e4f761ef8e9b824e9bdd9bc7,step/45300_1710ace7_4.stp,14006,6112bbe5ef1101e8340c51169c5d540e78981c1d535258f7352454a5e02a341a,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
210,132971_a993d31c_13,train,00dea74a6f16e759eed1781bf64a5c69ff874ea2cc1587b4ac29077e4fb32f2b,step/132971_a993d31c_13.stp,46666,91eaa9688bf6149abf25f622e47e8b6bfcb8b878a2b248c01e5149a8e213b6bd,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,11,True,text_audited_kernel_validation_pending
211,63055_6b907478_20,train,00df0019fd03206a6a987152e89c06eba34407045a5772656a6341be3f32f9df,step/63055_6b907478_20.stp,138118,8d08a05184825751046ff702968f3f94011da51fbf62ef4f8bdb881744d5ed70,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,54,True,text_audited_kernel_validation_pending
212,144031_6decb8c7_0,train,00df1a6637c736928767c5bf6597ad77347ba551aa5d29738f73b66db2339aec,step/144031_6decb8c7_0.stp,27492,278caf038b63a8aaa78e5c53774b0055fe5ec39c6d77a797ac6ee850dcc47544,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,14,True,text_audited_kernel_validation_pending
213,113856_e7484fa7_4,train,00df8f4c7f9f3d5befadc591eeffbf64c7d6d42d33959bae06cf4cdb7ac6a518,step/113856_e7484fa7_4.stp,12158,fb9790b53fbb1f888aa3bb341d0f9b2af87844384fcc3b93181d89484fd5659c,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
214,138966_ce08df8d_0,train,00dff3658938a156ef714c0484a710a70c664844b2b31b476f49a68b402430cc,step/138966_ce08df8d_0.stp,42744,a1b13a7e05bd9c4a2a7fd873739dd6da510d53a34dffacba7af9b08630a00de5,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,22,True,text_audited_kernel_validation_pending
215,36826_d9269c2e_8,train,00e06a974b20940dec3aad7818dac1145399725966f775dbb7466bce23df35f1,step/36826_d9269c2e_8.stp,11681,04f0fa2e597eca1871f4508e2a8457cde68dad9ef942ead03a23a7f6d313e13b,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,7,True,text_audited_kernel_validation_pending
216,102525_06a3094b_14,train,00e3307df7e60309816e561444de0d7e579ba5719b9b3a65788f2e3fb2df7d00,step/102525_06a3094b_14.stp,11888,3178c42250678e78e9b8e43f0d7e15b64a2f2d2f55550a79bdae22278ca660c6,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,6,True,text_audited_kernel_validation_pending
217,24584_a13ef50c_6,train,00e7e63cdff58790e2d4660521b22be9465685d152f48c7f75c7e14a11f8630f,step/24584_a13ef50c_6.stp,17442,a2eeba51ef3170f8374cdc6dd3ab612fa513658455aac022159b4fa4a509dd5a,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
218,38279_6e1a0597_2,train,00e81ede4cd07946a45a76ea4255c603df52c76feebcbc251e23f53056b1d80d,step/38279_6e1a0597_2.stp,16027,aae602638a532f71cf9cc65c37e373dd2080a51ebb9014387f9f49cca92773e3,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,8,True,text_audited_kernel_validation_pending
219,119553_457234b4_0,train,00e90cb946a59c20a28279858d8ff2784e4c47669fd377a9ee0b244d515e1415,step/119553_457234b4_0.stp,37681,a2f6d4ec8c60e3e5b50bd38e1eb3aaddffd074f9e20edfda1e26e937e70c2643,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,18,True,text_audited_kernel_validation_pending
220,118541_2dc9652c_38,train,00e922e95c3df0f995689d33efd28529138e2214a1925430472ce96b88990b03,step/118541_2dc9652c_38.stp,21306,7ca9f69936e7e3d33b99fddb5cc1d263f3473e9b8d951fc59e1a17c3af0a58ed,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,10,True,text_audited_kernel_validation_pending
221,75175_879cdaa5_14,train,00ec376c18752ce785e21187d96d89a8cf5a836cb39e714c0dfcee7d7cb56aae,step/75175_879cdaa5_14.stp,107738,9af7771fc3834bcc31382fb88ae60c2e286abe1852b2108ef57bf85ee05f091e,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,44,True,text_audited_kernel_validation_pending
222,112928_03f271d6_0,train,00f084a622ab4860cea43da936be9c2e1294e4d316eea7073c3134699893fef9,step/112928_03f271d6_0.stp,6359,e5d1ae9d8499ccf7e86a09471f0d0b73d1530a202fb66c243538f56de7f2527c,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,3,True,text_audited_kernel_validation_pending
223,53740_ead80e62_2,train,00f1643a9d0360fadc5f2d563e650b2ec34ea19963bb8d4274d502c5b72bfc9c,step/53740_ead80e62_2.stp,37465,7d28c7a4b3555e9716d113bf2ef43c6110f90737158568015be74f9260246222,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,22,True,text_audited_kernel_validation_pending
224,82794_88492124_0,train,00f3814ef3b15ee587691d51f0a835215c22b5f5628e9719f9697ed4edd3fcd1,step/82794_88492124_0.stp,52463,aa6ec8e476d30635f5806e5bcc013d61bb1a868227681c0d983013409e4eccf9,unspecified,AUTOMOTIVE_DESIGN { 1 0 10303 214 3 1 1 },1,0,1,28,True,text_audited_kernel_validation_pending
